Text,H1,H2,H4,H5,H6,H7,H9,H10,polarity
ضعيف جداً. لم يعجبني شيء. تم الذهاب الي الفندق عند الساعه الواحده صباحاوفي الاستقبال ثلاث موظفين سعوديين وواحد اضن هنديلم يتم استقبالي بشكل جيد كانت هناك همجيه وعندما قلت لهم ان لدي حجز بعد معاناه قالوا ليس هناك مواقف سياراتقلت ما الحل قالوا ( دبر نفسك ) قلت ابي الغي الحجز قالوا ما نعرف وخرجت من هذا الفندق مباشره من الغطرسه اللي كانت فيهم وكانهم ضامنين الزباين لقربهم من الحرم ودعيت عليهم من قلبي الله لا يوفقهم لا انصح لا انصح احد بالذهاب اليهمالموقع سيء جدا في مواقع افضل بكثيرلانها علي كبري وعلي شارع واحد وزحمه بشكل فضيعوالله اني اكلمكم من قلبي لا تسكنون بالفندق هناك افضل,1,0,1,0,0,1,0,1,negative
طلبت قبل فترة بسيطة من اخدى المطاعم وجت الطلبية ناقصة وبلغت السايق بالموضوع بنفس الوقت فخبرني اني ابلغ جماعة طلبات بالموضوع ولما جيت اكل حصلت شعره في الاكل يعني ما استفدت شي المبلغ الي دفعته وتواصلت معهم كونهم هم المسؤليبن عن البرنامج لمده يومين وكان ردهم انهم بيتواصلوا معي وللحين محد تواصل معي فكانت تجربه سيئة بالنسبة لي مع خدماتهم شخصيا ما اتوقع بكمل معهم لا انا ولا حد من اقاربي بعد التجربه هذي ونصيحه لاحد يتعامل معهم لانهم ما عندهم مصداقية,0,0,1,0,1,1,0,1,negative
ضعيف جداً. فندق فخم بس إدارة فاشلة. 1) اتصلت قبل الوصول بساعة و أخبرتهم أنني سأصل فيرجى عدم التأخير مثل كل مرة على الرسبشن و طلبت تجهيز الأوراق للتوقيع و استلام الغرفة حيث أنني حاجز بالأنترنت ..فتفاجأت بتأخيري ساعة كاملة...!!!2) لم يرسلوا العربة لنقل الأغراض من الباركن بالسيارة للغرفة فاضطريت لنقل الأغراض بنفسي على دفعتين من الباركن تحت الأرض إلى الدور العاشر و كان بحدود سبع شنط كبار و ثقال..!3) قالوا نعطيك بكج 150 درهم شامل نت و سنيكس و فطور و لم نستفيد نهائيا من السنيكس بين الوجبات لأنه لم يوضحوا وقته و كنت أظن يجيبوه الغرفة..4) إزعاج ماكينات الأسنسيرات فوق غرفتي حيث أنني كنت في الغرفة 1002 في الدور العاشر على مدار 24 ساعة إزعاج بكل اسنسير يتحرك صعودا و نزولا تشتغل الماكينات فوق رووسنا بالغرفة فلا نستطيع النوم إلا بصعوبة...5) عدم الرد على الهاتف سواءا من الرسبشن أو المطعم حيث اتصل عشرات المرات حتى يردوا6) احضرت بعض الأغراض بالسيارة من السوق و طلبت عربة لنقلهم من السيارة للغرفة فتأخر قرابة نصف ساعة و آخر شي جاء يعتذر بعد تأخر طويل..متعبين و تعبانين صراحة بشكل فضيع6 ) الخربطة بطلبات الطعام حيث نطلب غداء للغرفة أو العشاء للغرفة فيتم إحضار طلبات مختلفة غير التي نطلبها و حينما نخبرهم أن هذا غلط يتم عمل أوردر جديد لتصحيح الطلبية...متعبين صراحة7) آخر يوم صحيت على صوت التكسير و الصيانة فوق السطح على غرفتي مباشرة و أصوات حديد و تطبيش فوق رووسنا فاتصلت بالرسبشن فما يردوا فخرجت من الغرفة و سألت العمال و قلت لهم نحن نايمين بالغرفة و ثم رجعت و اتصلت ببوكينغ دوت كوم الذين تواصلوا بالفندق إلا أنهم أنكروا أي صيانة و لما كانوا يكلموني البوكينغ اتصلت الرسبشن و طلبت يطلعوا لعندي للغرفة و لما كانت المكالمة جارية و طلع عندي 2 من الرسبشن و سمعوا التكسير قالوا راح نوقف الصيانة الحين و سمعهم موظف البوكينغ دوت كوم و عرف أنهم يكذبوا عليه و قال الحين راح أقدم عليهم شكوى و بلاغ بهالكذب و الإزعاجصراحة نزلت عدة مرات بهالفندق و هو فخم بس الإدارة فيه تعبانة و فاشلة من حيث عدم راحة النزيل و العميل و قلت لهم هذي آخر مرة أنزل فيها عندكم...!!!,0,0,1,0,1,1,0,1,negative
سيئ جدا والكابتن طول الطريق يتكلم مع صاحبه على التلفون واتاخر على معاد الوصول ساعة سيئ جدا لا انصح به,0,0,0,1,1,0,1,0,negative
ضعيف. . من ناحية نظافة الغرفه لم نستلم الغرفه نظيفه وفيها رائحه كريه والمصاعد كذالك للأسف .,0,0,0,1,0,0,1,0,negative
ضعيف جداً. . سيء جداً وتقييمه لا يعكس واقعه,1,0,0,1,0,0,0,0,negative
ضعيف. الشقه واسعه ، موظف الاستقبال المصري ممتاز في استقبال الزبائن. دورة المياه أكرمكم الله تهريب في المروش والمغسله يدين اقصد ان تغسل يدك وفجائه تحصل تحت قدميك !!!!. تنظيف الغرفه كن غير مرضي. العمال سى في تعامل اثنى طلب اي شي بطئ جداً ونقص في فن تعامل مع زبائن والافطار يالله لك الحمد على نعمه ولاكن لاتتوفر فيه شئ يذكر. الانترنت بطئ جدااا,0,0,0,0,1,1,1,1,negative
“كارثه”. إطلالة الغرفه على الخليج العربي.المسبح.. سلبيات الفندق كثيره نبداها نقطه نقطه- مدخل الفندق فريد من نوعه وماراح تحصله في أي دوله ثانيه الي هو عباره عن مدخل داخل باركنق يعني تخيل مدخل فندق جوا باركنق بنايه كبيره وكأنك تبحث عن كهف وليس فندق !ما اخفيكم استغرقت ساعتين بس عشان احصل المدخل في منطقة الجميرا الي تتميز بشوارع ودوارات عجيبه- الجدران ليست نظيفه ولا ترقى لفندق يقدم نفسه على انه 4 نجوم وكأني داخل شقه عاديه بحته- نظام التكييف يشتغل ويطفى على مزاجه- موظفين الهاوس كيبنق يدخلون الغرفه وحنا نايمين ! طيب مو المفروض تحطون سويتش خاص بعدم الازعاج حالكم حال باقي الفنادقالانطباع جداً سيء ومستحيل أرجع مره ثانيه,0,0,1,0,1,1,0,1,negative
“النظافة سيئة جداً ..”. المكان في منطقة هادئة جداً وكلها مزارع، يوجد مول بجانب الفندق وبه أسواق جيان ومطاعم ومحلات، المسبح جميل ، يتوفر مواقف في القبو جيدة وواسعة.. أنا شخص واحد جئت للعمل، وتم إعطائي غرفة أطفال والنظافة بها سيئة جداً، والسباكة في الحمام بها أعطال حيث أن المياه تتجمع في الحوض الخاص بغسيل اليدين.,0,0,0,0,1,1,1,1,negative
يا أخوان فكرة حلوة وممتازة وتشكرون على المجهود المبذول ، وتستحقون اكثر من عشر نجوم ، لكن ! بعض المطاعم الوجبات السريعة  كمثال كنتاكي يشترط أن يكون قيمة الوجبات أكثر من خمسة عشرة ريال عمان وفي بداية الطلب يأخذون طلاباتك وبعد دقائق والانتظار يلغون طلب بحجة عدم وجود سائق توصيل او عدم وجود المطلوب وهذا تصرف يدفعنا الى عدم الثقة في التطبيق بسبب هذا التصرف ارجوا منكم تنبيه المطاعم من هكذا التصرف ويجب طرد مباشرة لكل مطاعم الغير الملتزمة وشكرا 🌹,0,0,0,0,1,1,1,1,negative
“تجربة لا تكرر.......”. . ثلاث نجوم وليس كما ذكر 4 نجومخدمة التوصيل للحرم سيءة حيث انه ينطلق من الفندق مع الاذان فتصل متاخرلا يوجد خدمات مساندة لا بالفندق ولا حتى حوله المواقف محدودة جدا,0,0,0,0,1,1,1,1,negative
كان من أحسن التطبيقات بس،للاسف،فى،الفتره،الاخيره،بقى،من،اسوء،التطبيقات ارجواعاده،ضبط التطبيق للمصدقيه,1,0,0,1,0,0,0,0,negative
“مخيب للآمال”. الديكور رائع والتصميم الداخلي. 1- رائحة الحمام كريهة جدا جدا جدا العامل ما قصر جاء ونظفها وعطرها ولا تزال الرائحة كريهة حدا تدخل جميع الشقة ويبدو أن الرئحة في جميع الشقق لأني طلبت تغيير الشقة وجلس اللموظف يلف ويدر وعرفت أن هذا عيب في جميع الشقق  حتى في التعليقات نفس المشكلة. 2- المواقف ضيقة جدا جدا3- الشارع اللمقابل للفندق سيء جدا وفيه حفر كثيرة  ثؤثر على السيارة إذا كان خروجك كثير 4-  السعر مبالغ فيه بالنسبة لسوء الخدمات. الخلاصة مافيه شيء يستاهل إلا الديكور والأثاث والباقي سيء جدا جدا صراحة ندمت على الإستئجار فيه وخرجت منه الآن للبحث عن مكان أفضل..,1,0,0,0,0,1,1,1,negative
“ليس مثل ماتوقعت”. النت بس. كل شي مو مثل الصور نصيحة مايستاهل المبلغ المدفوع ابدا,0,0,1,1,0,0,0,0,negative
“فندق رث قديم”. موقع الفندق وقربه من الحرم. موظف الاستقبال كان فظ معنا واسلوبه غير لائق وهذا لا يليق وبالاخص لموظفي الاستقبالتم اخذ مال على الاسرة الموجودة تحت السرير وعادة لا يتم احتسابها فهي مجانا.الاثاث قديم جدا ومتهالكدورات المياه الماء راكد فيهاالرائحة غير جيدةالكنبة وغطاءات السرير كلها غبارالزل (الموكيت) وسخ,0,0,0,0,1,1,1,1,negative
